id,user_id,cwa_id,discipline_id,projectId,phaseId,cwpUnit,ewpRefId,ewpRefNo,cwa,cwpSubArea,cwpLevel,cwpType,cwpIcsu,cwpTitle,cwpDescription,cwpNo,cwpRevision,cwpDocumentContNo,cwpPlannedRelease,cwpPlannedComplete,cwpPlannedHours,cwpForecastRelease,cwpForecastComplete,cwpForecastHours,cwpActualRelease,cwpActualComplete,cwpActualHours,cwpLink,cwpWorkOwners,cwpWorkReleaseDate,cwpWorkConstruction,cwpWorkConstructionDate,cwpCompleteOwners,cwpCompleteReleaseDate,cwpCompleteConstruction,cwpCompleteConstructionDate,in_schedule,status,current_status,addDate,cwpPlannedReleaseExe,cwpPlannedCompleteExe,cwpPlannedHoursExe,cwpActualReleaseExe,cwpActualCompleteExe,cwpActualHoursExe,cwpForecastReleaseExe,cwpForecastCompleteExe,cwpForecastHoursExe,cwpCompilerPath,manualOrSystemStart,manualOrSystemComplete,my_selection,my_packages,import,wbsShortCode,contractorId,delayDuration,cwpSupervisor,auditUserid,auditDate,releaseConsSupApprovalStatus,releaseConsSup,releaseConsSupDate,releaseConsSupRemarks,compiledById,checkedById,approvedById,cwpReleaseStatus,releaseLead,releaseLeadDate,releaseLeadRemarks,releaseEngMgr,releaseEngMgrDate,releaseEngMgrRemarks,cwpManager,cwpLead,releaseConstMgr,releaseConstMgrDate,releaseConstMgrRemarks,releaseConstMgrApprovalStatus,releaseHold,cwpReleaseHold,cwpReleaseRisks,cwpReleaseMitigationPlan,contractorDcn,revisionDescription,blockchainWorkBlockId,blockchain_status,linked_area,reject_remark,pc_ForecastComplete_Quaterly,pc_ForecastStart_Quaterly_Exe,pc_ForecastFinish_Quaterly_Exe,releaseBlockchainStatus
"4113","1",\N,"394","54","9","219","3883","EWP-B16-WP0.0-000-UG-MC-101","B16-WP0.0-000","000","UG","DELETED","500","UG Piping Works by Piping","UG Piping Works by Piping","CWP-B16-WP0.0-000-UG-MC-101","1","","2025-12-29","2025-12-29","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1682069429","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4114","149",\N,"5","1","1","172","0",\N,"T7-A01","10","AG","FI","500","cwp99","cwp99","cwp99","0","","2023-04-24","2023-04-24","5","2023-04-24","2023-04-24","2","2023-04-16","0000-00-00","4","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1682314824","0000-00-00","0000-00-00","3","2023-04-15","0000-00-00","3","2023-04-18","2023-04-22","3",\N,"0","0","1","1","0",\N,\N,\N,"177",\N,\N,\N,\N,\N,\N,"3052","3016","3017","1",\N,\N,\N,\N,\N,\N,"162",\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4115","138",\N,"110","1","1","176","313","EW-BASE-106-C-FI-CV","T7-B01-WP1.1-020","10","101","FI","500","cwp-sanity-28-04-2023","cwp-sanity-28-04-2023","cwp-sanity-28-04-2023","0","xcvxc","2023-04-28","2023-04-28","0","2023-04-28","2023-04-30","0","0000-00-00","2023-05-25","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","2",\N,"1685014210","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","0","0",\N,\N,\N,"138",\N,\N,\N,"138","2023-05-25 11:30:10","",\N,\N,\N,"1","138","2023-05-25 11:29:51","",\N,\N,\N,"138",\N,\N,\N,\N,\N,"0",\N,\N,\N,"dsdfcsd","dcvsd",\N,\N,\N,\N,\N,\N,\N,\N
"4116","138",\N,"420","1","1","176","313","EW-BASE-106-C-FI-CV","T7-B01-WP1.1-010","sub area 1","level 1","FI","500","CWP-GIS-API-01","CWP-GIS-API-01","CWP-GIS-API-01","0","doc no for cwp 01","2023-05-05","2023-05-20","1","2023-05-06","2023-05-21","2","2023-05-07","0000-00-00","3","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1683282035","0000-00-00","0000-00-00",\N,"2023-05-05",\N,\N,"0000-00-00","2023-06-16",\N,\N,"1","1","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4117","288",\N,"400","54","1","178","3888","EWP-A08-WP7.2-100-FI-ME-102","SS42 Sub Station","100","AG","DELETED","500","Plant Unit Area Lighting/Section SS43","Plant Unit Area Lighting/Section SS43","CWP-A08-WP7.2-100-FI-ME-102","1","","2023-04-26","2023-07-04","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1686230053","2024-03-22","2024-05-21","0","0000-00-00","0000-00-00","0","2024-03-22","2024-06-29","0",\N,"0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","288",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","2024-03-22","2024-06-29",\N
"4118","1",\N,"401","54","7","189","3889","EWP-A10-WP5.4-020-FI-ME-104","Utility Systems Interconnecting Header - 020","020","AG","DELETED","500","Area Cable Tray Layout","Area Cable Tray Layout","CWP-A10-WP5.4-020-FI-ME-104","1","","2023-06-24","2023-08-30","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1686230181","2023-12-14","2024-03-13","0","0000-00-00","0000-00-00","0","2024-08-09","2024-11-27","0",\N,"0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","2024-08-09","2024-11-27",\N
"4119","1",\N,"392","54","11","214","3900","EWP-Z02-WP0.0-999-GN-MC-201","BF - Overall Common Area","999","AG","DELETED","500","Static Equipment","Static Equipment","CWP-Z02-WP0.0-999-GN-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546143","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4120","1",\N,"392","54","11","214","3901","EWP-Z02-WP0.0-999-GN-MC-202","BF - Overall Common Area","999","AG","DELETED","500","Rotating Equipment","Rotating Equipment","CWP-Z02-WP0.0-999-GN-MC-202","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546209","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4121","1",\N,"392","54","11","214","3902","EWP-Z02-WP0.0-999-GN-MC-203","BF - Overall Common Area","999","AG","DELETED","500","Packages Equipment","Packages Equipment","CWP-Z02-WP0.0-999-GN-MC-203","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546256","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4122","1",\N,"392","54","11","213","3903","EWP-Z01-WP0.0-999-GN-MC-201","Overall Common Area","999","AG","DELETED","500","Static Equipment","Static Equipment","CWP-Z01-WP0.0-999-GN-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546567","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4123","1",\N,"392","54","11","213","3904","EWP-Z01-WP0.0-999-GN-MC-202","Overall Common Area","999","AG","DELETED","500","Rotating Equipment","Rotating Equipment","CWP-Z01-WP0.0-999-GN-MC-202","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546597","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4124","1",\N,"392","54","11","213","3905","EWP-Z01-WP0.0-999-GN-MC-203","Overall Common Area","999","AG","DELETED","500","Packages Equipment","Packages Equipment","CWP-Z01-WP0.0-999-GN-MC-203","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546626","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4125","1",\N,"392","54","11","213","3906","EWP-Z00-WP0.0-999-GN-MC-201","Overall Common Area-Z00","999","AG","DELETED","500","Static Equipment","Static Equipment","CWP-Z00-WP0.0-999-GN-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546651","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4126","1",\N,"392","54","11","213","3907","EWP-Z00-WP0.0-999-GN-MC-202","Overall Common Area-Z00","999","AG","DELETED","500","Rotating Equipment","Rotating Equipment","CWP-Z00-WP0.0-999-GN-MC-202","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546699","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4127","1",\N,"392","54","11","213","3908","EWP-Z00-WP0.0-999-GN-MC-203","Overall Common Area-Z00","999","AG","DELETED","500","Packages Equipment","Packages Equipment","CWP-Z00-WP0.0-999-GN-MC-203","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1686546728","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","111",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4128","138",\N,"381","1","1","176","3910","EWP-API-01","T7-B01-WP1.1-010","sub area1","level1","FI","500","CWP_API_Title-01","CWP_API_Desc-01","CWP_API _No-01","0",\N,"2022-06-07","2022-06-08","0","2022-06-07","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1717738650","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_4128.pdf","0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4129","138",\N,"381","1","1","176","3910","EWP-API-01","T7-B01-WP1.1-010","sub area1","level1","FI","500","CWP_API_Title-02","CWP_API_Desc-02","CWP_API _No-02","0",\N,"2022-06-07","2022-06-08","0","2022-06-07","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1687237946","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4130","296",\N,"381","1","1","176","3910","EWP-API-01","T7-B01-WP1.1-010","sub area1","level1","FI","500","CWP_API_Title-03","CWP_API_Desc-03","CWP_API _No-03","0",\N,"2022-06-07","2022-06-08","0","2022-06-07","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","4",\N,"1689840799","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_4130.pdf","0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4131","200",\N,"394","54","9","227","3914","EWP-B17-WP0.0-000-FI-MC-301","GTS 3/5 Crossover Line","0","AG","DELETED","500","Piping Installation","Piping Installation","CWP-B17-WP0.0-000-FI-MC-301","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879640","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4132","200",\N,"399","54","9","227","3920","EWP-B17-WP0.0-000-FI-MC-101","GTS 3/5 Crossover Line","0","AG","NAC","500","Steel Structure Installation","Steel Structure Installation","CWP-B17-WP0.0-000-FI-MC-101","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879761","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4133","200",\N,"384","54","9","227","3915","EWP-B17-WP0.0-000-FI-LC-102","GTS 3/5 Crossover Line","0","AG","DELETED","500","Foundation Works for Sleeperway","Foundation Works for Sleeperway","CWP-B17-WP0.0-000-FI-LC-102","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879785","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4134","200",\N,"388","54","9","227","3916","EWP-B17-WP0.0-000-FI-MS-102","GTS 3/5 Crossover Line","0","AG","NAC","500","Instrumentation Works","Instrumentation Works","CWP-B17-WP0.0-000-FI-MS-102","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879810","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4135","200",\N,"405","54","9","227","3917","EWP-B17-WP0.0-000-FI-MS-103","GTS 3/5 Crossover Line","0","AG","NAC","500","In-line Instrumentation Works","In-line Instrumentation Works","CWP-B17-WP0.0-000-FI-MS-103","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879846","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4136","200",\N,"402","54","9","227","3918","EWP-B17-WP0.0-000-FI-ME-103","GTS 3/5 Crossover Line","0","AG","DELETED","500","Area Earth/Ground Layout","Area Earth/Ground Layout","CWP-B17-WP0.0-000-FI-ME-103","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879866","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4137","200",\N,"400","54","9","227","3919","EWP-B17-WP0.0-000-FI-ME-102","GTS 3/5 Crossover Line","0","AG","DELETED","500","Plant Unit Area Lighting Layout / Section","Plant Unit Area Lighting Layout / Section","CWP-B17-WP0.0-000-FI-ME-102","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1687879907","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4138","1",\N,"5","1","1","172","356","EW -B08-WP5.10-100-FI-MC-102","T7-A01","TEst","Test","FI","500","Test 3006230022","Test 3006230022","Test 3006230022","0",\N,"2023-06-30","2024-06-30","0","2023-06-30","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1688064843","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4139","1",\N,"5","1","1","172","356","EW -B08-WP5.10-100-FI-MC-102","T7-A01","test","Test","FI","500","Test3006230031","Test3006230031","Test3006230031","0",\N,"2023-06-30","2024-06-30","0","2023-06-30","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1688065374","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4140","200",\N,"392","54","11","213","3921","EWP-Z01-WP0.0-999-FI-MC-201","Overall Common Area","999","AG","NAC","500","Static Equipment (other than MCHEs)","Static Equipment (other than MCHEs)","CWP-Z01-WP0.0-999-FI-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1688109235","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4141","200",\N,"392","54","11","213","3922","EWP-Z01-WP0.0-999-CI-MC-201","Overall Common Area","999","AG","NAC","500","Static Equipment (MCHEs)","Static Equipment (MCHEs)","CWP-Z01-WP0.0-999-CI-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1688109259","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4142","200",\N,"392","54","11","213","3923","EWP-Z00-WP0.0-999-FI-MC-201","Overall Common Area-Z00","999","AG","NAC","500","Static Equipment","Static Equipment","CWP-Z00-WP0.0-999-FI-MC-201","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1688109270","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"4143","383",\N,"392","54","11","213","3924","EWP-Z01-WP0.0-999-FI-MC-202","Overall Common Area","999","AG","NAC","500","Rotating Equipment (other than MR/PR compressors)","Rotating Equipment (other than MR/PR compressors)","CWP-Z01-WP0.0-999-FI-MC-202","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","2024-07-01","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1719844708","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_4143.pdf","0","0","0","1","1",\N,\N,\N,"264",\N,\N,"2","264","2024-07-01 02:38:29","","9209","8392","9067","4","383","2024-03-22 04:41:38","",\N,\N,\N,"302",\N,\N,\N,\N,\N,"1","","","",\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
